the_geom,cartodb_id,polygon_id,geoid,tract_prop,holc_prop,state,city,name,neighborhood_id,holc_id
,1,175,1073005910,0.031620874,0.168090792,AL,Birmingham,"Pittsburgh Addition, Vulcan Heights, Bibb Addition",175,D16
,2,3939,1097001302,0.018675863,0.054641645,AL,Mobile,Howell and Tuttle,3939,C1
,3,614,6019002601,9.38E-05,5.23E-05,CA,Fresno,,614,C5
,4,7514,6037621400,0.001783726,0.000155306,CA,Los Angeles,,7514,A59
,5,6666,6001422300,2.01E-05,1.16E-05,CA,Oakland,,6666,C3
,6,6713,6001403800,0.000258918,0.000286516,CA,Oakland,,6713,A9
,7,6736,6001410300,2.12E-05,2.94E-06,CA,Oakland,,6736,C29
,8,6775,6001406500,0.011057933,0.006767567,CA,Oakland,,6775,C24
,9,6252,6067005301,4.33E-05,0.000343702,CA,Sacramento,Old City,6252,D2
,10,802,6075020900,0.041846037,0.006795621,CA,San Francisco,,802,D13
,11,844,6085502400,0.148232156,0.459104239,CA,San Jose,,844,C13
,12,861,6077001200,0.000440939,0.001155275,CA,Stockton,Old City,861,C8
,13,8422,9003503800,0.003951304,0.000778675,CT,Hartford,,8422,A5
,14,3546,9009141200,7.53E-06,4.15E-05,CT,New Haven,,3546,A7
,15,3578,9009180200,1.79E-05,6.25E-05,CT,New Haven,,3578,C14
,16,3778,13121000500,0.000956384,0.001352747,GA,Atlanta,Section between Ponce de Leon Ave and Fourteenth St. and Spring Street and Southern RR Belt Line,3778,C8
,17,8321,19193003600,0.000194783,0.001496826,IA,Sioux City,,8321,C3
,18,1148,17031010202,3.89E-07,2.87E-07,IL,Chicago,,1148,B44
,19,1192,17031120400,0.000351996,0.000129155,IL,Chicago,,1192,C50
,20,1239,17031190100,7.18E-06,3.53E-06,IL,Chicago,,1239,C99
,21,1306,17031812301,0.00043175,0.000422546,IL,Chicago,,1306,D24
,22,1330,17031811500,0.001185069,0.001602674,IL,Chicago,,1330,C92
,23,1376,17031050200,0.000362937,0.000153867,IL,Chicago,,1376,C80
,24,1471,17031840300,7.27E-05,6.82E-05,IL,Chicago,,1471,D64
,25,1627,17031822602,0.001736846,0.005951876,IL,Chicago,,1627,D102
,26,5497,17115001100,0.043375897,1,IL,Decatur,,5497,D6
,27,4128,18003011502,0.006250903,0.108832935,IN,Fort Wayne,,4128,D1
,28,4139,18003004400,0.000593678,0.001027734,IN,Fort Wayne,,4139,B12
,29,4500,18167011100,6.17E-05,0.000141245,IN,Terre Haute,,4500,D9
,30,4208,21067000600,0.000904797,0.013577841,KY,Lexington,,4208,A2
,31,4920,25025120201,0.295742204,0.05400637,MA,Boston,,4920,D8
,32,4920,25025080500,0.00484255,0.000301835,MA,Boston,,4920,D8
,33,4960,25021417801,0.001023701,0.016909675,MA,Quincy,,4960,B2
,34,4989,25025130100,3.49E-05,0.00012097,MA,Brookline,,4989,A1
,35,6648,25009260302,3.12E-07,3.23E-06,MA,Haverhill,,6648,C5
,36,2888,24005490602,0.000638071,0.000326817,MD,Baltimore,,2888,B17
,37,4396,26081000800,0.2683194,0.22549368,MI,Grand Rapids,West side,4396,D7
,38,4853,26125141500,0.000721153,0.005710074,MI,Pontiac,,4853,B2
,39,229,1073005101,0.001243304,0.004121806,AL,Birmingham,Arlington,229,B7
,40,182,1073000100,0.170444451,0.148261056,AL,Birmingham,"Woodlawn, East Lake & Gate City",182,D2
,41,182,1073002200,0.544325165,0.116914754,AL,Birmingham,"Woodlawn, East Lake & Gate City",182,D2
,42,188,1073002306,0.000471861,0.002125027,AL,Birmingham,Outlying portion of Woodlawn Highlands,188,C6
,43,3945,1097002400,0.005976624,0.290339872,AL,Mobile,,3945,
,44,183,1073001902,0.000537975,0.000153452,AL,Birmingham,"Avondale, Kingston, East Birmingham and poorer sections of Inglenook and Tarrant City",183,D4
,45,186,1073002000,0.049655685,0.999619893,AL,Birmingham,Howard College Estates,186,B9
,46,188,1073002305,0.483694297,0.986183307,AL,Birmingham,Outlying portion of Woodlawn Highlands,188,C6
,47,188,1073002400,4.53E-06,3.59E-05,AL,Birmingham,Outlying portion of Woodlawn Highlands,188,C6
,48,193,1073004902,0.004761221,0.002050431,AL,Birmingham,"Redmont Park, Rockridge Park, Warwick Manor, and southern portion of Milner Heights",193,A2
,49,204,1073010802,0.001362654,0.002816402,AL,Birmingham,"Crestline Heights, Overlook, McElwain (all outside of city limits)",204,C20
,50,210,1073005500,0.086423543,0.346108027,AL,Birmingham,Collegeville,210,D9
,51,217,1073005103,0.00169245,0.000483511,AL,Birmingham,"Graymont, Smithfield and northeast portion of Elyton",217,D7
,52,220,1073003700,0.001453205,0.001600512,AL,Birmingham,Outlying portions of Ensley Highlands from Ensley Ave. northeast to McLendon Park including Fairview,220,C14
,53,222,1073005701,0.001388514,0.00030825,AL,Birmingham,"Owenton, old portion of Graymont, Wylam, Pratt City, Ensley, Central Park, Fairview and Fairfield (all in city limits except Fairfield)",222,D3
,54,225,1073003900,0.000595994,0.00042663,AL,Birmingham,Birmingham - Ensley survey and Central Park south of Warrior Rd.,225,C15
,55,231,1073004500,0.01030927,0.002005282,AL,Birmingham,"Outlying portion of West End, southeastern portion of Elyton, Cleveland, and Powderly (Powderly outside of city limits)",231,D6
,56,231,1073004200,0.093883672,0.018479237,AL,Birmingham,"Outlying portion of West End, southeastern portion of Elyton, Cleveland, and Powderly (Powderly outside of city limits)",231,D6
,57,239,1073001100,0.082581475,0.358216785,AL,Birmingham,Sandusky & Pratt City Highlands (outside city limits),239,D19
,58,244,1073010803,0.00270931,0.004918143,AL,Birmingham,Mountain Brook Estates and Country Club Gardens (outside city limits),244,A1
,59,3912,1097007400,0.007124559,0.096428796,AL,Mobile,Bescombe Tract,3912,D2
,60,3912,1097001400,0.012805985,0.018050647,AL,Mobile,Bescombe Tract,3912,D2
,61,3912,1097001200,0.004486562,0.210326826,AL,Mobile,Bescombe Tract,3912,D2
,62,3919,1097000903,0.04303171,0.01435491,AL,Mobile,"Davis and Cates, Rapier Tract etc.",3919,C3
,63,3955,1101002100,6.27E-06,5.55E-05,AL,Montgomery,,3955,A2
,64,3965,1101001700,0.116507894,0.09753698,AL,Montgomery,,3965,C1
,65,3965,1101000100,0.009430703,0.003613683,AL,Montgomery,,3965,C1
,66,3966,1101000700,0.024979668,0.02176664,AL,Montgomery,,3966,D5
,67,3969,1101000600,0.002811422,0.000757505,AL,Montgomery,,3969,D7
,68,3970,1101001800,0.000102234,0.000118834,AL,Montgomery,,3970,D3
,69,3970,1101000400,0.494144456,0.638994977,AL,Montgomery,,3970,D3
,70,8505,5119001900,0.08987806,0.486591792,AR,Little Rock,,8505,B4
,71,8509,5119004700,0.040387562,0.01602061,AR,Little Rock,,8509,D3
,72,8513,5119004400,3.07E-05,0.000240466,AR,Little Rock,,8513,C5
,73,8530,5119000200,0.029676283,1,AR,Little Rock,,8530,D4
,74,8476,4013111700,0.000240471,0.000516274,AZ,Phoenix,,8476,B3
,75,8478,4013110502,3.55E-06,1.11E-05,AZ,Phoenix,,8478,B2
,76,8485,4013113203,5.98E-05,6.74E-05,AZ,Phoenix,,8485,C2
,77,8488,4013113100,6.49E-05,4.77E-05,AZ,Phoenix,,8488,B5
,78,8489,4013113202,0.8607001,0.359362146,AZ,Phoenix,,8489,C3
,79,8490,4013113201,5.28E-05,8.91E-06,AZ,Phoenix,,8490,B6
,80,8490,4013110702,0.000289525,0.000134816,AZ,Phoenix,,8490,B6
,81,8499,4013113900,0.4155479,0.573334989,AZ,Phoenix,,8499,D6
,82,617,6019002903,0.001514618,0.002934885,CA,Fresno,,617,D8
,83,612,6019002200,0.009880255,0.001845949,CA,Fresno,,612,C4
,84,612,6019000400,0.000156041,7.50E-05,CA,Fresno,,612,C4
,85,614,6019002701,0.049169791,0.027263238,CA,Fresno,,614,C5
,86,616,6019001304,4.94E-05,2.90E-05,CA,Fresno,,616,C9
,87,623,6019000600,0.027451688,0.194467304,CA,Fresno,,623,D6
,88,627,6019000300,0.559897891,0.411116955,CA,Fresno,,627,C7
,89,7483,6037543703,0.000345174,7.66E-05,CA,Los Angeles,,7483,D71
,90,7484,6037293304,1,0.102660831,CA,Los Angeles,,7484,D70
,91,7491,6037577300,0.001335507,0.000927323,CA,Los Angeles,,7491,B117
,92,7493,6037575103,1,0.036111202,CA,Los Angeles,,7493,D63
,93,7495,6037572201,0.27109268,0.374595044,CA,Los Angeles,,7495,C154
,94,7498,6037572002,0.071857018,0.092714663,CA,Los Angeles,,7498,B115
,95,7503,6037570301,0.097888083,0.049090986,CA,Los Angeles,,7503,C149
,96,7509,6037542106,0.176853031,0.100900578,CA,Los Angeles,,7509,B120
,97,7509,6037542401,0.230847966,0.186376713,CA,Los Angeles,,7509,B120
,98,7511,6037541605,0.226244677,0.04879108,CA,Los Angeles,,7511,C159
,99,7511,6037541700,0.201166449,0.070010803,CA,Los Angeles,,7511,C159
,100,7516,6037621204,0.396726553,0.136744289,CA,Los Angeles,,7516,D67
,101,4037,13215011100,0.001350943,0.004239528,GA,Columbus,Bottoms,4037,D4
,102,7559,6037212800,0.000266374,0.000104928,CA,Los Angeles,,7559,C119
,103,7543,6037232300,0.001608069,0.000195651,CA,Los Angeles,,7543,C125
,104,7544,6037232500,0.012078607,0.00232426,CA,Los Angeles,,7544,C139
,105,7545,6037600302,0.155456733,0.005651935,CA,Los Angeles,,7545,C140
,106,7548,6037239502,0.018914447,0.001440622,CA,Los Angeles,,7548,D60
,107,7548,6037535400,0.325293355,0.046306147,CA,Los Angeles,,7548,D60
,108,7549,6037541700,0.345990408,0.193729256,CA,Los Angeles,,7549,C145
,109,7550,6037535605,0.031187397,0.002752735,CA,Los Angeles,,7550,C144
,110,7550,6037540000,0.001757959,0.000612006,CA,Los Angeles,,7550,C144
,111,7620,6037480702,0.001063195,0.002384614,CA,Los Angeles,,7620,D12
,112,7555,6037219010,0.017268052,0.00274738,CA,Los Angeles,,7555,D50
,113,7555,6037231400,0.002358312,0.000528561,CA,Los Angeles,,7555,D50
,114,7562,6037219902,0.000560697,0.000261291,CA,Los Angeles,,7562,C116
,115,7563,6037216401,6.78E-05,1.97E-05,CA,Los Angeles,,7563,B99
,116,7571,6037221820,0.121902529,0.007363165,CA,Los Angeles,,7571,D48
,117,7572,6037221810,0.331511185,0.093996642,CA,Los Angeles,,7572,C124
,118,7575,6037221110,3.81E-05,3.70E-06,CA,Los Angeles,,7575,D36
,119,7584,6037702501,0.143459459,1,CA,Los Angeles,,7584,B92
,120,7587,6037192510,3.98E-05,1.41E-05,CA,Los Angeles,,7587,C88
,121,7588,6037211310,1,0.0660306,CA,Los Angeles,,7588,C92
,122,7588,6037211420,0.986898106,0.17251292,CA,Los Angeles,,7588,C92
,123,7589,6037533803,0.263834495,0.024840772,CA,Los Angeles,,7589,C142
,124,7590,6037534301,0.000500604,0.000171286,CA,Los Angeles,,7590,C141
,125,7591,6037533602,0.006131984,0.003526288,CA,Los Angeles,,7591,B109
,126,7593,6037530301,0.259289278,0.03432617,CA,Los Angeles,,7593,B101
,127,7594,6037530301,0.642103929,0.213014271,CA,Los Angeles,,7594,C129
,128,7594,6037532303,0.000302886,0.001300976,CA,Los Angeles,,7594,C129
,129,7595,6037201402,0.049124044,0.007051976,CA,Los Angeles,,7595,D54
,130,7598,6037481902,0.019020548,0.009546224,CA,Los Angeles,,7598,B55
,131,7603,6037201501,0.026780219,0.080308231,CA,Los Angeles,,7603,C37
,132,7596,6037204820,1,0.022046271,CA,Los Angeles,,7596,D53
,133,7597,6037480804,0.000675914,0.000115927,CA,Los Angeles,,7597,C39
,134,7598,6037201602,0.000118558,7.14E-05,CA,Los Angeles,,7598,B55
,135,7601,6037480500,0.065136782,0.082048183,CA,Los Angeles,,7601,B77
,136,7610,6037186201,0.167279347,0.020041989,CA,Los Angeles,,7610,C20
,137,7611,6037183101,0.058938678,0.012393211,CA,Los Angeles,,7611,C96
,138,7611,6037183520,0.989304271,0.091918731,CA,Los Angeles,,7611,C96
,139,7626,6037211122,0.0496591,0.006830431,CA,Los Angeles,,7626,D33
,140,7615,6037181600,0.013796895,0.006116505,CA,Los Angeles,,7615,C19
,141,7617,6037302505,0.000738523,0.000223919,CA,Los Angeles,,7617,C21
,142,7617,6037188300,0.78241807,0.408072717,CA,Los Angeles,,7617,C21
,143,7617,6037188100,0.139835496,0.167926748,CA,Los Angeles,,7617,C21
,144,7618,6037186202,0.34868327,0.038201262,CA,Los Angeles,,7618,B76
,145,7618,6037186201,0.00124773,0.000174792,CA,Los Angeles,,7618,B76
,146,7618,6037199400,0.000241065,4.51E-05,CA,Los Angeles,,7618,B76
,147,7629,6037195100,8.20E-07,8.30E-07,CA,Los Angeles,,7629,D30
,148,7628,6037195600,0.047092426,0.007586487,CA,Los Angeles,,7628,D34
,149,7628,6037208401,0.17317493,0.012145089,CA,Los Angeles,,7628,D34
,150,7629,6037192610,3.65E-05,8.10E-06,CA,Los Angeles,,7629,D30
,151,7631,6037980010,0.014703186,0.018370098,CA,Los Angeles,,7631,C91
,152,7632,6037187300,0.533144891,0.196107198,CA,Los Angeles,,7632,B75
,153,7634,6037188202,0.185271206,0.079434546,CA,Los Angeles,,7634,B74
,154,7634,6037195300,0.007735589,0.002536863,CA,Los Angeles,,7634,B74
,155,7635,6037188201,3.31E-05,1.61E-05,CA,Los Angeles,,7635,A43
,156,7636,6037188202,0.001043293,0.000116878,CA,Los Angeles,,7636,C89
,157,7639,6037191810,0.299713247,0.063593136,CA,Los Angeles,,7639,D29
,158,7639,6037191820,0.301840486,0.064121846,CA,Los Angeles,,7639,D29
,159,7640,6037190902,0.335543189,0.10815235,CA,Los Angeles,,7640,C83
,160,7643,6037190100,0.04720979,0.036109444,CA,Los Angeles,,7643,B70
,161,7645,6037189800,0.154540596,0.083214312,CA,Los Angeles,,7645,B64
,162,7646,6037191810,0.154324464,0.089928531,CA,Los Angeles,,7646,C85
,163,7650,6037194500,0.055517239,0.031594985,CA,Los Angeles,,7650,C81
,164,7664,6037267901,0.000102724,5.59E-05,CA,Los Angeles,,7664,C76
,165,7664,6037214800,0.009925584,0.002785085,CA,Los Angeles,,7664,C76
,166,7668,6037700902,0.016100472,0.024780769,CA,Los Angeles,,7668,B62
,167,3072,22071002300,0.041004869,1,LA,New Orleans,,3072,D15
,168,7692,6037262501,0.042434371,0.078243243,CA,Los Angeles,,7692,A25
,169,7699,6037702201,0.000349723,0.000187138,CA,Los Angeles,,7699,C67
,170,7713,6037620002,0.026757888,0.017979666,CA,Los Angeles,,7713,C108
,171,7716,6037320201,0.090391774,0.103469367,CA,Los Angeles,,7716,B1
,172,7720,6037300301,0.002721094,0.002191734,CA,Los Angeles,,7720,C14
,173,7721,6037460600,0.181282895,0.149033253,CA,Los Angeles,,7721,B26
,174,7724,6037300600,6.61E-05,0.000244236,CA,Los Angeles,,7724,C15
,175,7729,6037300702,0.000432074,0.004894107,CA,Los Angeles,,7729,B19
,176,7733,6037301802,0.540843005,0.163642788,CA,Los Angeles,,7733,C18
,177,7733,6037301702,0.267851802,0.137714023,CA,Los Angeles,,7733,C18
,178,7750,6037143604,0.003944053,0.001075021,CA,Los Angeles,,7750,B11
,179,7758,6037128102,0.001287715,0.00077005,CA,Los Angeles,,7758,B2
,180,7760,6037143500,0.002386162,0.00128764,CA,Los Angeles,,7760,B9
,181,7761,6037143902,0.081053226,0.059588163,CA,Los Angeles,,7761,A1
,182,7764,6037460401,0.000111874,0.000330999,CA,Los Angeles,,7764,C26
,183,7765,6037461000,0.000865222,0.001083729,CA,Los Angeles,,7765,C24
,184,7772,6037301000,0.007056961,0.010632635,CA,Los Angeles,,7772,A7
,185,7781,6037430400,2.32E-05,2.61E-05,CA,Los Angeles,,7781,C42
,186,7783,6037431400,0.008742602,0.004453392,CA,Los Angeles,,7783,C45
,187,7785,6037432101,0.182276814,0.244908091,CA,Los Angeles,,7785,B43
,188,7789,6037433402,0.10912938,0.068596754,CA,Los Angeles,,7789,C49
,189,7789,6037432700,0.008758401,0.0180452,CA,Los Angeles,,7789,C49
,190,7790,6037432202,0.26242152,0.12486,CA,Los Angeles,,7790,C128
,191,7792,6037481201,0.497433171,0.058274919,CA,Los Angeles,,7792,C46
,192,7792,6037480011,0.010409726,0.001375238,CA,Los Angeles,,7792,C46
,193,7798,6037463102,7.15E-06,1.34E-05,CA,Los Angeles,,7798,B33
,194,7800,6037463602,0.306637397,0.164677294,CA,Los Angeles,,7800,C31
,195,7803,6037430701,0.004645355,0.004334371,CA,Los Angeles,,7803,C32
,196,7805,6037463000,6.80E-05,4.45E-05,CA,Los Angeles,,7805,C41
,197,7810,6037462500,0.010434382,0.02202829,CA,Los Angeles,,7810,C28
,198,7812,6037464100,0.004807057,0.012480228,CA,Los Angeles,,7812,A18
,199,7819,6037401311,0.033486253,1,CA,Los Angeles,,7819,D19
,200,7834,6037481300,0.002588077,0.001080647,CA,Los Angeles,,7834,C40
,201,2885,24005490602,0.002118769,0.002799069,MD,Baltimore,,2885,B9
,202,7838,6037480902,0.585789179,0.254522414,CA,Los Angeles,,7838,B78
,203,7836,6037482102,0.005299371,0.009157281,CA,Los Angeles,,7836,B100
,204,7839,6037480901,0.687555782,0.100766613,CA,Los Angeles,,7839,C97
,205,7839,6037480804,0.364364441,0.046458557,CA,Los Angeles,,7839,C97
,206,7845,6037530102,0.197939484,0.204832181,CA,Los Angeles,,7845,B104
,207,7854,6037501804,0.188741953,0.093849285,CA,Los Angeles,,7854,D58
,208,7856,6037501200,8.05E-06,9.42E-06,CA,Los Angeles,,7856,B105
,209,7878,6037600911,0.013916544,0.012060449,CA,Los Angeles,,7878,B81
,210,7864,6037553200,8.13E-06,1.34E-06,CA,Los Angeles,,7864,C138
,211,7864,6037570203,0.003003849,0.000336546,CA,Los Angeles,,7864,C138
,212,7878,6037600912,0.005978349,0.008251526,CA,Los Angeles,,7878,B81
,213,7865,6037186201,0.003118924,0.001048836,CA,Los Angeles,,7865,B25
,214,7867,6037194200,0.043329117,0.133395246,CA,Los Angeles,,7867,A40
,215,7878,6037235100,0.554694904,0.831417627,CA,Los Angeles,,7878,B81
,216,7874,6037577604,0.001490622,0.000871596,CA,Los Angeles,,7874,B118
,217,7686,6037265520,0.097232547,0.0220417,CA,Los Angeles,,7686,D24
,218,6672,6001425102,0.003486108,0.000709496,CA,Oakland,,6672,D3
,219,7848,6037500402,0.017263215,0.048894425,CA,Los Angeles,,7848,D57
,220,8033,6037500600,0.298181643,0.937194692,CA,Los Angeles,,8033,D56
,221,6660,6001420500,0.131221799,0.069885088,CA,Oakland,,6660,B3
,222,6661,6001420600,4.22E-08,3.91E-07,CA,Oakland,,6661,B6
,223,6662,6013392000,0.021558044,0.011656151,CA,Oakland,,6662,A1
,224,6663,6013391000,0.008053482,0.016749645,CA,Oakland,,6663,A2
,225,6672,6001400800,0.005630254,0.001094912,CA,Oakland,,6672,D3
,226,6676,6001423901,0.731516317,0.219210297,CA,Oakland,,6676,C7
,227,6679,6001401400,0.506241242,0.147481914,CA,Oakland,,6679,D7
,228,6681,6001400200,0.02508877,0.012402469,CA,Oakland,,6681,B8
,229,6682,6001423700,0.200338406,0.051760607,CA,Oakland,,6682,A4
,230,6682,6001400200,0.027647174,0.005713159,CA,Oakland,,6682,A4
,231,2919,24003751200,1.06E-05,7.40E-05,MD,Baltimore,,2919,C22
,232,6692,6001404501,0.000802984,0.000578553,CA,Oakland,,6692,A7
,233,6698,6001403900,0.542405685,0.461009001,CA,Oakland,,6698,B17
,234,6700,6001404102,0.142560321,0.170657575,CA,Oakland,,6700,B16
,235,6242,6067002100,0.150820806,0.266955527,CA,Sacramento,Old City,6242,D4
,236,6703,6001404700,0.003388032,0.004560288,CA,Oakland,,6703,C21
,237,6710,6001405000,0.033706948,0.155374146,CA,Oakland,,6710,A10
,238,6711,6001405000,0.071015485,0.123565594,CA,Oakland,,6711,C17
,239,6712,6001403701,0.865826782,0.211888922,CA,Oakland,,6712,C15
,240,6713,6001426100,0.013066522,0.065891052,CA,Oakland,,6713,A9
,241,6715,6001405700,0.098463285,0.033177608,CA,Oakland,,6715,B23
,242,6721,6001407101,0.212101883,1,CA,Oakland,,6721,D13
,243,6722,6001404800,0.000228033,0.000101217,CA,Oakland,,6722,C22
,244,6722,6001407101,0.062833335,0.016458525,CA,Oakland,,6722,C22
,245,6724,6001407600,0.645287382,0.347373819,CA,Oakland,,6724,C23
,246,6755,6001428000,0.114799514,0.109085936,CA,Oakland,,6755,C39
,247,6729,6001408300,0.067773987,0.581862861,CA,Oakland,,6729,B33
,248,6736,6001408400,0.003625602,0.000472413,CA,Oakland,,6736,C29
,249,6736,6001409700,0.430616779,0.083885888,CA,Oakland,,6736,C29
,250,6738,6001432200,0.002182301,0.001430455,CA,Oakland,,6738,C30
,251,6738,6001408600,0.07570724,0.051429768,CA,Oakland,,6738,C30
,252,6740,6001410000,4.72E-05,0.000436394,CA,Oakland,,6740,B42
,253,6741,6001433104,0.0424157,0.060272274,CA,Oakland,,6741,D19
,254,743,6075015700,0.000766386,0.005498331,CA,San Francisco,,743,B10
,255,711,6075047802,0.180299479,0.568367818,CA,San Francisco,,711,B2
,256,6751,6001408600,0.163489759,0.025987972,CA,Oakland,,6751,D18
,257,6753,6001428400,0.164309096,0.234882875,CA,Oakland,,6753,C38
,258,6762,6001406100,0.003171099,0.004434552,CA,Oakland,,6762,C40
,259,6213,6067003600,0.071818151,0.18530368,CA,Sacramento,Carleton,6213,C26
,260,6764,6001401000,0.054210511,0.051541769,CA,Oakland,,6764,C9
,261,6768,6001400200,0.092785146,0.158219419,CA,Oakland,,6768,B9
,262,6214,6067002400,0.013475548,1,CA,Sacramento,College Plaza Tract,6214,B14
,263,6219,6067004401,0.115298294,0.09392453,CA,Sacramento,Gould tact and Coloma Heights,6219,C27
,264,6222,6067002900,0.048802294,1,CA,Sacramento,Boulevard Terrace,6222,B13
,265,6242,6067000700,0.149100756,0.087873901,CA,Sacramento,Old City,6242,D4
,266,6246,6067001800,0.100310689,0.262688372,CA,Sacramento,Old City,6246,C18
,267,6250,6067000500,0.000211277,0.000140632,CA,Sacramento,Old City,6250,C7
,268,6254,6067002300,0.000300898,0.002532494,CA,Sacramento,Riverside Terrace,6254,B9
,269,6256,6067002200,0.075318324,0.993159039,CA,Sacramento,West End Bath Tract,6256,D7
,270,6266,6067006600,0.002047522,0.006678011,CA,Sacramento,North Sacramento,6266,C3
,271,633,6073003305,0.065867765,0.012588032,CA,San Diego,,633,D6
,272,644,6073001600,0.000742547,0.000351042,CA,San Diego,North Park,644,B17
,273,5842,26163543200,0.001916558,0.001094877,MI,Detroit,,5842,B6
,274,688,6073008102,0.083876916,0.672187993,CA,San Diego,,688,B5
,275,645,6073005600,0.000828892,0.001126286,CA,San Diego,University Heights,645,C11
,276,646,6073001500,0.001483492,0.000512763,CA,San Diego,East San Diego,646,C16
,277,655,6073002803,0.485508362,0.520787317,CA,San Diego,"Redland Gardens, Montecello, Montemar-Vista",655,B22
,278,657,6073014700,0.000763407,0.00162961,CA,San Diego,El Cajon Blvd,657,C21
,279,660,6073006200,0.002661495,0.008190725,CA,San Diego,,660,D3
,280,661,6073000202,1.76E-05,3.60E-05,CA,San Diego,,661,B12
,281,663,6073005600,0.003383479,0.071495021,CA,San Diego,,663,B15
,282,667,6073009107,0.008377258,0.004545948,CA,San Diego,Old Town,667,D2
,283,666,6073006500,0.009720202,0.074832587,CA,San Diego,,666,A7
,284,666,6073008902,0.000495609,0.003173298,CA,San Diego,,666,A7
,285,667,6073009106,0.025647262,0.041216757,CA,San Diego,Old Town,667,D2
,286,668,6073006600,0.000372357,0.00011516,CA,San Diego,Loma Portal,668,A5
,287,672,6073009901,0.001018687,0.017594202,CA,San Diego,La Playa,672,B10
,288,676,6073007302,0.269941437,0.531832679,CA,San Diego,East Ocean Beach,676,B7
,289,679,6073003208,0.063510664,0.004146202,CA,San Diego,,679,D10
,290,685,6073007600,0.027946562,1,CA,San Diego,Mission Beach,685,C3
,291,679,6073003105,0.934928998,0.054397918,CA,San Diego,,679,D10
,292,679,6073012102,0.000105116,5.70E-06,CA,San Diego,,679,D10
,293,679,6073011902,0.117514917,0.009746777,CA,San Diego,,679,D10
,294,684,6073000500,0.009365577,0.013010962,CA,San Diego,,684,B16
,295,717,6075980200,0.003791472,0.013158139,CA,San Francisco,,717,A1
,296,730,6075015200,3.93E-05,1.32E-05,CA,San Francisco,,730,C9
,297,738,6075015500,0.159738615,0.186354936,CA,San Francisco,,738,D1
,298,751,6075030500,0.076019361,0.471779043,CA,San Francisco,,751,B30
,299,754,6075035100,0.216196252,0.242858851,CA,San Francisco,,754,C15
,300,758,6075032802,0.545865902,0.102487646,CA,San Francisco,,758,
,301,758,6075030800,0.005697374,0.002052913,CA,San Francisco,,758,
,302,763,6075030302,1.96E-05,3.55E-05,CA,San Francisco,,763,B20
,303,769,6075030900,0.06407694,0.211637933,CA,San Francisco,,769,A6
,304,770,6075030302,0.014415304,0.023213086,CA,San Francisco,,770,A7
,305,770,6075030301,0.002766365,0.005628407,CA,San Francisco,,770,A7
,306,779,6075030400,0.000109166,0.00028511,CA,San Francisco,,779,A9
,307,786,6075026301,0.261696417,0.049495002,CA,San Francisco,,786,D11
,308,792,6075025800,0.018101149,0.007890526,CA,San Francisco,,792,C28
,309,790,6081600401,0.024805979,0.019026333,CA,San Francisco,,790,C23
,310,794,6075025600,0.000591928,0.002231635,CA,San Francisco,,794,B35
,311,796,6075021800,0.000308514,0.000174596,CA,San Francisco,,796,D8
,312,801,6075025403,0.144657058,0.25402019,CA,San Francisco,,801,D10
,313,803,6075022802,0.154902627,0.04150076,CA,San Francisco,,803,D12
,314,815,6085505700,0.249297676,0.61088923,CA,San Jose,,815,C2
,315,5848,26163542100,0.00060573,0.002892313,MI,Detroit,,5848,D5
,316,819,6085500300,0.002835865,0.009659887,CA,San Jose,,819,C3
,317,821,6085501900,0.000131279,0.000347438,CA,San Jose,,821,C11
,318,821,6085500600,0.034137049,0.078725048,CA,San Jose,,821,C11
,319,824,6085500200,0.000299712,0.000516042,CA,San Jose,,824,D2
,320,827,6085500100,0.085473277,0.251661727,CA,San Jose,,827,C5
,321,830,6085501000,0.016656104,0.01596779,CA,San Jose,,830,D4
,322,842,6085500901,0.391346297,0.331703808,CA,San Jose,,842,C12
,323,854,6077001200,0.109733552,1,CA,Stockton,Tuxedo Park and Lomeda Park,854,B6
,324,859,6077000401,0.006282425,0.049567828,CA,Stockton,West Stockton,859,B15
,325,6523,8031004304,0.039876158,0.046596206,CO,Denver,,6523,C1
,326,6525,8031004304,0.059416991,0.093172769,CO,Denver,,6525,A1
,327,6528,8031003703,7.73E-05,4.56E-05,CO,Denver,,6528,B3
,328,6531,8031003102,7.23E-05,2.18E-05,CO,Denver,,6531,D12
,329,6533,8031003102,3.24E-05,6.10E-05,CO,Denver,,6533,C6
,330,6535,8031003702,0.000330393,0.000262529,CO,Denver,,6535,B5
,331,6538,8031003203,1.17E-06,2.53E-06,CO,Denver,,6538,D2
,332,6543,8031002703,0.007681433,0.006887349,CO,Denver,,6543,C8
,333,6565,8059010603,0.000247196,0.000112348,CO,Denver,,6565,C18
,334,6569,8031015400,0.0042727,0.003338308,CO,Denver,,6569,C19
,335,6568,8031000201,0.066835976,0.056037285,CO,Denver,,6568,D10
,336,6569,8031001102,0.120190365,0.046876927,CO,Denver,,6569,C19
,337,8447,8101000200,0.000520906,0.001157656,CO,Pueblo,,8447,B1
,338,8448,8101000400,0.040449334,0.064811542,CO,Pueblo,,8448,A1
,339,8457,8101001100,0.463537834,0.377646788,CO,Pueblo,,8457,B4
,340,8457,8101001200,0.077627083,0.118562188,CO,Pueblo,,8457,B4
,341,8458,8101000800,0.033341324,0.084882132,CO,Pueblo,,8458,D6
