STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,holc_id,holc_grade,id,polygon_id,sheets,name,municipali,holc_area,year,msamd,state_code,county_cod,census_tra,geoid_2,tract_prop,holc_prop,map_id,st_name,state
"06","001","404200","1","060014042001",Block Group 1,G5030,S,"414198","0","+37.8399182","-122.2280405",B12,B,"17","6685","1",,,0.573773211760000,"2019","36084","06","001","404200","06001404200",0.425989865235469,0.782254863226489,17.000000000000000,Oakland,CA
"06","001","404200","1","060014042001",Block Group 1,G5030,S,"414198","0","+37.8399182","-122.2280405",A6,A,"17","6689","1",,,0.439684345618000,"2019","36084","06","001","404200","06001404200",0.008390208807682,0.020105785220000,17.000000000000000,Oakland,CA
"06","001","404200","1","060014042001",Block Group 1,G5030,S,"414198","0","+37.8399182","-122.2280405",B12,B,"17","6685","1",,,0.573773211760000,"2019","36084","06","001","404400","06001404400",0.015101531699977,0.041915247099180,17.000000000000000,Oakland,CA
"06","001","404200","1","060014042001",Block Group 1,G5030,S,"414198","0","+37.8399182","-122.2280405",C16,C,"17","6683","1",,,0.664114925745000,"2019","36084","06","001","404300","06001404300",0.208201792760761,0.224662762462704,17.000000000000000,Oakland,CA
"06","001","404200","1","060014042001",Block Group 1,G5030,S,"414198","0","+37.8399182","-122.2280405",A6,A,"17","6689","1",,,0.439684345618000,"2019","36084","06","001","404400","06001404400",0.000524886675234,0.001901147639877,17.000000000000000,Oakland,CA
"06","001","427700","1","060014277001",Block Group 1,G5030,S,"121445","0","+37.7735147","-122.2785865",C35,C,"17","6688","1",,,0.251997495820000,"2019","36084","06","001","427600","06001427600",0.532532272714461,0.475575700488562,17.000000000000000,Oakland,CA
"06","001","427700","1","060014277001",Block Group 1,G5030,S,"121445","0","+37.7735147","-122.2785865",C36,C,"17","6757","1",,,0.096550248694100,"2019","36084","06","001","427700","06001427700",0.114825141569360,0.784894774560913,17.000000000000000,Oakland,CA
"06","001","427700","1","060014277001",Block Group 1,G5030,S,"121445","0","+37.7735147","-122.2785865",C35,C,"17","6688","1",,,0.251997495820000,"2019","36084","06","001","427700","06001427700",0.154765059362568,0.405326070665268,17.000000000000000,Oakland,CA
"06","001","422300","2","060014223002",Block Group 2,G5030,S,"241982","0","+37.8740621","-122.2779418",C4,C,"17","6669","1",,,0.254279549768000,"2019","36084","06","001","422300","06001422300",0.282595404127510,0.240314920845421,17.000000000000000,Oakland,CA
"06","001","422300","2","060014223002",Block Group 2,G5030,S,"241982","0","+37.8740621","-122.2779418",D2,D,"17","6774","1",,,0.743028476404000,"2019","36084","06","001","422200","06001422200",0.303473163502208,0.106416041988863,17.000000000000000,Oakland,CA
"06","001","422300","2","060014223002",Block Group 2,G5030,S,"241982","0","+37.8740621","-122.2779418",C4,C,"17","6669","1",,,0.254279549768000,"2019","36084","06","001","422400","06001422400",0.400248363665282,0.289022191834929,17.000000000000000,Oakland,CA
"06","001","422300","2","060014223002",Block Group 2,G5030,S,"241982","0","+37.8740621","-122.2779418",C3,C,"17","6666","1",,,0.374862337385000,"2019","36084","06","001","422200","06001422200",0.586101408243570,0.407373922061439,17.000000000000000,Oakland,CA
"06","001","422300","2","060014223002",Block Group 2,G5030,S,"241982","0","+37.8740621","-122.2779418",C3,C,"17","6666","1",,,0.374862337385000,"2019","36084","06","001","422300","06001422300",0.000020105915792,0.000011597893758,17.000000000000000,Oakland,CA
"06","001","422300","2","060014223002",Block Group 2,G5030,S,"241982","0","+37.8740621","-122.2779418",D2,D,"17","6774","1",,,0.743028476404000,"2019","36084","06","001","422300","06001422300",0.630158590798689,0.183388238314741,17.000000000000000,Oakland,CA
"06","001","404800","2","060014048002",Block Group 2,G5030,S,"378242","0","+37.8067164","-122.2139291",A,A,"17","6690","0",,,2.691419228820000,"2019","36084","06","001","404800","06001404800",0.003267213875019,0.000294535859913,17.000000000000000,Oakland,CA
"06","001","404800","2","060014048002",Block Group 2,G5030,S,"378242","0","+37.8067164","-122.2139291",B26,B,"17","6695","1",,,0.091567316309300,"2019","36084","06","001","404800","06001404800",0.134394478874516,0.356108963930026,17.000000000000000,Oakland,CA
"06","001","404800","2","060014048002",Block Group 2,G5030,S,"378242","0","+37.8067164","-122.2139291",B22,B,"17","6696","1",,,0.145429076815000,"2019","36084","06","001","404800","06001404800",0.293253638061061,0.489253707636061,17.000000000000000,Oakland,CA
"06","001","404800","2","060014048002",Block Group 2,G5030,S,"378242","0","+37.8067164","-122.2139291",B23,B,"17","6715","1",,,0.626622865190000,"2019","36084","06","001","404900","06001404900",0.956072815751732,0.596088522453917,17.000000000000000,Oakland,CA
"06","001","404800","2","060014048002",Block Group 2,G5030,S,"378242","0","+37.8067164","-122.2139291",C21,C,"17","6703","1",,,0.345931287711000,"2019","36084","06","001","404800","06001404800",0.279553216848480,0.196072467674602,17.000000000000000,Oakland,CA
"06","001","404800","2","060014048002",Block Group 2,G5030,S,"378242","0","+37.8067164","-122.2139291",A,A,"17","6690","0",,,2.691419228820000,"2019","36084","06","001","404700","06001404700",0.523713311895896,0.090603900140248,17.000000000000000,Oakland,CA
"06","001","404800","2","060014048002",Block Group 2,G5030,S,"378242","0","+37.8067164","-122.2139291",B23,B,"17","6715","1",,,0.626622865190000,"2019","36084","06","001","404800","06001404800",0.069646559011633,0.026967171084587,17.000000000000000,Oakland,CA
"06","001","404800","2","060014048002",Block Group 2,G5030,S,"378242","0","+37.8067164","-122.2139291",A,A,"17","6690","0",,,2.691419228820000,"2019","36084","06","001","404900","06001404900",0.002442012214749,0.000354480629917,17.000000000000000,Oakland,CA
"06","001","404800","2","060014048002",Block Group 2,G5030,S,"378242","0","+37.8067164","-122.2139291",B22,B,"17","6696","1",,,0.145429076815000,"2019","36084","06","001","404700","06001404700",0.157134202630976,0.503099759168325,17.000000000000000,Oakland,CA
"06","001","404900","1","060014049001",Block Group 1,G5030,S,"236315","0","+37.8078486","-122.2171907",A8,A,"17","6702","1",,,0.463431588219000,"2019","36084","06","001","404900","06001404900",0.000957109937202,0.000806867495623,17.000000000000000,Oakland,CA
"06","001","404900","1","060014049001",Block Group 1,G5030,S,"236315","0","+37.8078486","-122.2171907",B23,B,"17","6715","1",,,0.626622865190000,"2019","36084","06","001","404900","06001404900",0.956072815751732,0.596088522453917,17.000000000000000,Oakland,CA
"06","001","404900","1","060014049001",Block Group 1,G5030,S,"236315","0","+37.8078486","-122.2171907",B23,B,"17","6715","1",,,0.626622865190000,"2019","36084","06","001","405000","06001405000",0.475125129570492,0.237475175330123,17.000000000000000,Oakland,CA
"06","001","404900","1","060014049001",Block Group 1,G5030,S,"236315","0","+37.8078486","-122.2171907",A,A,"17","6690","0",,,2.691419228820000,"2019","36084","06","001","404700","06001404700",0.523713311895896,0.090603900140248,17.000000000000000,Oakland,CA
"06","001","404900","1","060014049001",Block Group 1,G5030,S,"236315","0","+37.8078486","-122.2171907",B23,B,"17","6715","1",,,0.626622865190000,"2019","36084","06","001","404800","06001404800",0.069646559011633,0.026967171084587,17.000000000000000,Oakland,CA
"06","001","404900","1","060014049001",Block Group 1,G5030,S,"236315","0","+37.8078486","-122.2171907",A,A,"17","6690","0",,,2.691419228820000,"2019","36084","06","001","404900","06001404900",0.002442012214749,0.000354480629917,17.000000000000000,Oakland,CA
"06","001","404900","1","060014049001",Block Group 1,G5030,S,"236315","0","+37.8078486","-122.2171907",B23,B,"17","6715","1",,,0.626622865190000,"2019","36084","06","001","426100","06001426100",0.001526886656116,0.002814106762950,17.000000000000000,Oakland,CA
"06","001","404900","1","060014049001",Block Group 1,G5030,S,"236315","0","+37.8078486","-122.2171907",A8,A,"17","6702","1",,,0.463431588219000,"2019","36084","06","001","404700","06001404700",0.003627206931931,0.003644360498871,17.000000000000000,Oakland,CA
"06","001","404900","2","060014049002",Block Group 2,G5030,S,"239117","0","+37.8018564","-122.2191471",B23,B,"17","6715","1",,,0.626622865190000,"2019","36084","06","001","404900","06001404900",0.956072815751732,0.596088522453917,17.000000000000000,Oakland,CA
"06","001","404900","2","060014049002",Block Group 2,G5030,S,"239117","0","+37.8018564","-122.2191471",B23,B,"17","6715","1",,,0.626622865190000,"2019","36084","06","001","404800","06001404800",0.069646559011633,0.026967171084587,17.000000000000000,Oakland,CA
"06","001","404900","2","060014049002",Block Group 2,G5030,S,"239117","0","+37.8018564","-122.2191471",B24,B,"17","6706","1",,,0.071717283837000,"2019","36084","06","001","404900","06001404900",0.021246945814913,0.115744058078903,17.000000000000000,Oakland,CA
"06","001","404900","3","060014049003",Block Group 3,G5030,S,"227608","0","+37.8017903","-122.2252349",B23,B,"17","6715","1",,,0.626622865190000,"2019","36084","06","001","404900","06001404900",0.956072815751732,0.596088522453917,17.000000000000000,Oakland,CA
"06","001","404900","3","060014049003",Block Group 3,G5030,S,"227608","0","+37.8017903","-122.2252349",B23,B,"17","6715","1",,,0.626622865190000,"2019","36084","06","001","405000","06001405000",0.475125129570492,0.237475175330123,17.000000000000000,Oakland,CA
"06","001","404900","3","060014049003",Block Group 3,G5030,S,"227608","0","+37.8017903","-122.2252349",C19,C,"17","6718","1",,,0.801882008020000,"2019","36084","06","001","404900","06001404900",0.012332224934743,0.006008374523803,17.000000000000000,Oakland,CA
"06","001","404900","3","060014049003",Block Group 3,G5030,S,"227608","0","+37.8017903","-122.2252349",B24,B,"17","6706","1",,,0.071717283837000,"2019","36084","06","001","404900","06001404900",0.021246945814913,0.115744058078903,17.000000000000000,Oakland,CA
"06","001","404900","4","060014049004",Block Group 4,G5030,S,"308145","0","+37.8048105","-122.2238912",B23,B,"17","6715","1",,,0.626622865190000,"2019","36084","06","001","404900","06001404900",0.956072815751732,0.596088522453917,17.000000000000000,Oakland,CA
"06","001","404900","4","060014049004",Block Group 4,G5030,S,"308145","0","+37.8048105","-122.2238912",B23,B,"17","6715","1",,,0.626622865190000,"2019","36084","06","001","405000","06001405000",0.475125129570492,0.237475175330123,17.000000000000000,Oakland,CA
"06","001","408200","1","060014082001",Block Group 1,G5030,S,"372649","0","+37.7775115","-122.1764107",C27,C,"17","6727","1",,,0.273916192552000,"2019","36084","06","001","407800","06001407800",0.007206243022598,0.012540356887013,17.000000000000000,Oakland,CA
"06","001","408200","1","060014082001",Block Group 1,G5030,S,"372649","0","+37.7775115","-122.1764107",C27,C,"17","6727","1",,,0.273916192552000,"2019","36084","06","001","408200","06001408200",0.308105769979225,0.391625138960894,17.000000000000000,Oakland,CA
"06","001","408200","1","060014082001",Block Group 1,G5030,S,"372649","0","+37.7775115","-122.1764107",D16,D,"17","6725","2",,,0.461565516262000,"2019","36084","06","001","408300","06001408300",0.543860807898729,0.692271439555781,17.000000000000000,Oakland,CA
"06","001","408200","1","060014082001",Block Group 1,G5030,S,"372649","0","+37.7775115","-122.1764107",B32,B,"17","6730","1",,,0.166160163842000,"2019","36084","06","001","407800","06001407800",0.019361188975607,0.055542293704774,17.000000000000000,Oakland,CA
"06","001","408200","1","060014082001",Block Group 1,G5030,S,"372649","0","+37.7775115","-122.1764107",C25,C,"17","6723","1",,,1.266125371940000,"2019","36084","06","001","408300","06001408300",0.003859141507887,0.001790754281492,17.000000000000000,Oakland,CA
"06","001","408200","1","060014082001",Block Group 1,G5030,S,"372649","0","+37.7775115","-122.1764107",D16,D,"17","6725","2",,,0.461565516262000,"2019","36084","06","001","408200","06001408200",0.084199729678377,0.063513460971423,17.000000000000000,Oakland,CA
"06","001","408200","1","060014082001",Block Group 1,G5030,S,"372649","0","+37.7775115","-122.1764107",C25,C,"17","6723","1",,,1.266125371940000,"2019","36084","06","001","408200","06001408200",0.000519683915145,0.000142906176646,17.000000000000000,Oakland,CA
"06","001","408200","1","060014082001",Block Group 1,G5030,S,"372649","0","+37.7775115","-122.1764107",C25,C,"17","6723","1",,,1.266125371940000,"2019","36084","06","001","407800","06001407800",0.135562840656162,0.051036707290570,17.000000000000000,Oakland,CA
"06","001","408200","1","060014082001",Block Group 1,G5030,S,"372649","0","+37.7775115","-122.1764107",D17,D,"17","6728","1",,,0.046275480716500,"2019","36084","06","001","408200","06001408200",0.132911482506163,1.000000000000100,17.000000000000000,Oakland,CA
"06","001","408200","1","060014082001",Block Group 1,G5030,S,"372649","0","+37.7775115","-122.1764107",C27,C,"17","6727","1",,,0.273916192552000,"2019","36084","06","001","408300","06001408300",0.273021149507446,0.585599356409898,17.000000000000000,Oakland,CA
"06","001","408200","1","060014082001",Block Group 1,G5030,S,"372649","0","+37.7775115","-122.1764107",B32,B,"17","6730","1",,,0.166160163842000,"2019","36084","06","001","408200","06001408200",0.251031186714177,0.526004190646586,17.000000000000000,Oakland,CA
"06","001","408200","2","060014082002",Block Group 2,G5030,S,"366607","0","+37.7726987","-122.1731730",C27,C,"17","6727","1",,,0.273916192552000,"2019","36084","06","001","408200","06001408200",0.308105769979225,0.391625138960894,17.000000000000000,Oakland,CA
"06","001","408200","2","060014082002",Block Group 2,G5030,S,"366607","0","+37.7726987","-122.1731730",D16,D,"17","6725","2",,,0.461565516262000,"2019","36084","06","001","408300","06001408300",0.543860807898729,0.692271439555781,17.000000000000000,Oakland,CA
"06","001","408200","2","060014082002",Block Group 2,G5030,S,"366607","0","+37.7726987","-122.1731730",B33,B,"17","6729","1",,,0.068432815053900,"2019","36084","06","001","408200","06001408200",0.082185320939426,0.418136699334763,17.000000000000000,Oakland,CA
"06","001","408200","2","060014082002",Block Group 2,G5030,S,"366607","0","+37.7726987","-122.1731730",C28,C,"17","6731","1",,,0.381870492978000,"2019","36084","06","001","408600","06001408600",0.164977299014298,0.176989191838957,17.000000000000000,Oakland,CA
"06","001","408200","2","060014082002",Block Group 2,G5030,S,"366607","0","+37.7726987","-122.1731730",D16,D,"17","6725","2",,,0.461565516262000,"2019","36084","06","001","408200","06001408200",0.084199729678377,0.063513460971423,17.000000000000000,Oakland,CA
"06","001","408200","2","060014082002",Block Group 2,G5030,S,"366607","0","+37.7726987","-122.1731730",C28,C,"17","6731","1",,,0.381870492978000,"2019","36084","06","001","408200","06001408200",0.131568118090290,0.119956282312698,17.000000000000000,Oakland,CA
"06","001","408200","2","060014082002",Block Group 2,G5030,S,"366607","0","+37.7726987","-122.1731730",D17,D,"17","6728","1",,,0.046275480716500,"2019","36084","06","001","408200","06001408200",0.132911482506163,1.000000000000100,17.000000000000000,Oakland,CA
"06","001","408200","2","060014082002",Block Group 2,G5030,S,"366607","0","+37.7726987","-122.1731730",C27,C,"17","6727","1",,,0.273916192552000,"2019","36084","06","001","408300","06001408300",0.273021149507446,0.585599356409898,17.000000000000000,Oakland,CA
"06","001","408200","2","060014082002",Block Group 2,G5030,S,"366607","0","+37.7726987","-122.1731730",B32,B,"17","6730","1",,,0.166160163842000,"2019","36084","06","001","408200","06001408200",0.251031186714177,0.526004190646586,17.000000000000000,Oakland,CA
"06","001","408200","3","060014082003",Block Group 3,G5030,S,"162509","0","+37.7749902","-122.1790656",B32,B,"17","6730","1",,,0.166160163842000,"2019","36084","06","001","407800","06001407800",0.019361188975607,0.055542293704774,17.000000000000000,Oakland,CA
"06","001","408200","3","060014082003",Block Group 3,G5030,S,"162509","0","+37.7749902","-122.1790656",C28,C,"17","6731","1",,,0.381870492978000,"2019","36084","06","001","408200","06001408200",0.131568118090290,0.119956282312698,17.000000000000000,Oakland,CA
"06","001","408200","3","060014082003",Block Group 3,G5030,S,"162509","0","+37.7749902","-122.1790656",B32,B,"17","6730","1",,,0.166160163842000,"2019","36084","06","001","408700","06001408700",0.158711008113240,0.417107325174687,17.000000000000000,Oakland,CA
"06","001","408200","3","060014082003",Block Group 3,G5030,S,"162509","0","+37.7749902","-122.1790656",D17,D,"17","6728","1",,,0.046275480716500,"2019","36084","06","001","408200","06001408200",0.132911482506163,1.000000000000100,17.000000000000000,Oakland,CA
"06","001","408200","3","060014082003",Block Group 3,G5030,S,"162509","0","+37.7749902","-122.1790656",B32,B,"17","6730","1",,,0.166160163842000,"2019","36084","06","001","408200","06001408200",0.251031186714177,0.526004190646586,17.000000000000000,Oakland,CA
"06","001","408300","1","060014083001",Block Group 1,G5030,S,"261020","0","+37.7771723","-122.1694776",D16,D,"17","6725","2",,,0.461565516262000,"2019","36084","06","001","408300","06001408300",0.543860807898729,0.692271439555781,17.000000000000000,Oakland,CA
"06","001","408300","1","060014083001",Block Group 1,G5030,S,"261020","0","+37.7771723","-122.1694776",C25,C,"17","6723","1",,,1.266125371940000,"2019","36084","06","001","408300","06001408300",0.003859141507887,0.001790754281492,17.000000000000000,Oakland,CA
"06","001","408300","1","060014083001",Block Group 1,G5030,S,"261020","0","+37.7771723","-122.1694776",D16,D,"17","6725","2",,,0.461565516262000,"2019","36084","06","001","408200","06001408200",0.084199729678377,0.063513460971423,17.000000000000000,Oakland,CA
"06","001","408300","1","060014083001",Block Group 1,G5030,S,"261020","0","+37.7771723","-122.1694776",C25,C,"17","6723","1",,,1.266125371940000,"2019","36084","06","001","408200","06001408200",0.000519683915145,0.000142906176646,17.000000000000000,Oakland,CA
"06","001","408300","1","060014083001",Block Group 1,G5030,S,"261020","0","+37.7771723","-122.1694776",D16,D,"17","6725","2",,,0.461565516262000,"2019","36084","06","001","407800","06001407800",0.006510528213031,0.006723595357815,17.000000000000000,Oakland,CA
"06","001","408300","1","060014083001",Block Group 1,G5030,S,"261020","0","+37.7771723","-122.1694776",C25,C,"17","6723","1",,,1.266125371940000,"2019","36084","06","001","407800","06001407800",0.135562840656162,0.051036707290570,17.000000000000000,Oakland,CA
"06","001","408300","1","060014083001",Block Group 1,G5030,S,"261020","0","+37.7771723","-122.1694776",C27,C,"17","6727","1",,,0.273916192552000,"2019","36084","06","001","408300","06001408300",0.273021149507446,0.585599356409898,17.000000000000000,Oakland,CA
"06","001","408300","1","060014083001",Block Group 1,G5030,S,"261020","0","+37.7771723","-122.1694776",D16,D,"17","6725","2",,,0.461565516262000,"2019","36084","06","001","408100","06001408100",0.021463137220802,0.157604588574700,17.000000000000000,Oakland,CA
"06","001","421600","1","060014216001",Block Group 1,G5030,S,"423375","0","+37.8858358","-122.2501011",C5,C,"17","6670","1",,,0.512684728012000,"2019","36084","06","001","421600","06001421600",0.003325767359366,0.003331946120441,17.000000000000000,Oakland,CA
"06","001","421600","1","060014216001",Block Group 1,G5030,S,"423375","0","+37.8858358","-122.2501011",A3,A,"17","6665","1",,,0.500162873757000,"2019","36084","06","001","421600","06001421600",0.515752731701686,0.529647064221249,17.000000000000000,Oakland,CA
"06","001","421600","1","060014216001",Block Group 1,G5030,S,"423375","0","+37.8858358","-122.2501011",C5,C,"17","6670","1",,,0.512684728012000,"2019","36084","06","001","422600","06001422600",0.439822390532168,0.569059505304063,17.000000000000000,Oakland,CA
"06","001","421600","1","060014216001",Block Group 1,G5030,S,"423375","0","+37.8858358","-122.2501011",A3,A,"17","6665","1",,,0.500162873757000,"2019","36084","06","001","400100","06001400100",0.000940028449932,0.004994133055542,17.000000000000000,Oakland,CA
"06","001","421600","1","060014216001",Block Group 1,G5030,S,"423375","0","+37.8858358","-122.2501011",A3,A,"17","6665","1",,,0.500162873757000,"2019","36084","06","001","421500","06001421500",0.373423301998700,0.459580187200804,17.000000000000000,Oakland,CA
"06","001","421600","1","060014216001",Block Group 1,G5030,S,"423375","0","+37.8858358","-122.2501011",A3,A,"17","6665","1",,,0.500162873757000,"2019","36084","06","001","422600","06001422600",0.002158118787781,0.002862164705501,17.000000000000000,Oakland,CA
"06","001","421600","3","060014216003",Block Group 3,G5030,S,"220516","0","+37.8834851","-122.2642023",A3,A,"17","6665","1",,,0.500162873757000,"2019","36084","06","001","421600","06001421600",0.515752731701686,0.529647064221249,17.000000000000000,Oakland,CA
"06","001","421600","3","060014216003",Block Group 3,G5030,S,"220516","0","+37.8834851","-122.2642023",D1,D,"17","6664","1",,,0.087068132098000,"2019","36084","06","001","421500","06001421500",0.127224688083309,0.899463411529591,17.000000000000000,Oakland,CA
"06","001","421600","3","060014216003",Block Group 3,G5030,S,"220516","0","+37.8834851","-122.2642023",B5,B,"17","6668","1",,,0.427332833781000,"2019","36084","06","001","421700","06001421700",0.188101027683504,0.097522179983179,17.000000000000000,Oakland,CA
"06","001","421600","3","060014216003",Block Group 3,G5030,S,"220516","0","+37.8834851","-122.2642023",B5,B,"17","6668","1",,,0.427332833781000,"2019","36084","06","001","421600","06001421600",0.444377480974362,0.534124210769120,17.000000000000000,Oakland,CA
"06","001","421600","3","060014216003",Block Group 3,G5030,S,"220516","0","+37.8834851","-122.2642023",D1,D,"17","6664","1",,,0.087068132098000,"2019","36084","06","001","421600","06001421600",0.017042236945440,0.100536521726326,17.000000000000000,Oakland,CA
"06","001","421600","3","060014216003",Block Group 3,G5030,S,"220516","0","+37.8834851","-122.2642023",B5,B,"17","6668","1",,,0.427332833781000,"2019","36084","06","001","421500","06001421500",0.027893774449849,0.040180224277143,17.000000000000000,Oakland,CA
"06","001","421600","3","060014216003",Block Group 3,G5030,S,"220516","0","+37.8834851","-122.2642023",A3,A,"17","6665","1",,,0.500162873757000,"2019","36084","06","001","421500","06001421500",0.373423301998700,0.459580187200804,17.000000000000000,Oakland,CA
"06","001","421600","4","060014216004",Block Group 4,G5030,S,"183025","0","+37.8807078","-122.2615815",C5,C,"17","6670","1",,,0.512684728012000,"2019","36084","06","001","421600","06001421600",0.003325767359366,0.003331946120441,17.000000000000000,Oakland,CA
"06","001","421600","4","060014216004",Block Group 4,G5030,S,"183025","0","+37.8807078","-122.2615815",A3,A,"17","6665","1",,,0.500162873757000,"2019","36084","06","001","421600","06001421600",0.515752731701686,0.529647064221249,17.000000000000000,Oakland,CA
"06","001","421600","4","060014216004",Block Group 4,G5030,S,"183025","0","+37.8807078","-122.2615815",B5,B,"17","6668","1",,,0.427332833781000,"2019","36084","06","001","422500","06001422500",0.097902458667552,0.040719352680298,17.000000000000000,Oakland,CA
"06","001","421600","4","060014216004",Block Group 4,G5030,S,"183025","0","+37.8807078","-122.2615815",B5,B,"17","6668","1",,,0.427332833781000,"2019","36084","06","001","421700","06001421700",0.188101027683504,0.097522179983179,17.000000000000000,Oakland,CA
"06","001","421600","4","060014216004",Block Group 4,G5030,S,"183025","0","+37.8807078","-122.2615815",B5,B,"17","6668","1",,,0.427332833781000,"2019","36084","06","001","421600","06001421600",0.444377480974362,0.534124210769120,17.000000000000000,Oakland,CA
"06","001","421600","4","060014216004",Block Group 4,G5030,S,"183025","0","+37.8807078","-122.2615815",B5,B,"17","6668","1",,,0.427332833781000,"2019","36084","06","001","421500","06001421500",0.027893774449849,0.040180224277143,17.000000000000000,Oakland,CA
"06","001","421600","4","060014216004",Block Group 4,G5030,S,"183025","0","+37.8807078","-122.2615815",A3,A,"17","6665","1",,,0.500162873757000,"2019","36084","06","001","421500","06001421500",0.373423301998700,0.459580187200804,17.000000000000000,Oakland,CA
"06","001","421700","1","060014217001",Block Group 1,G5030,S,"288242","0","+37.8837471","-122.2704017",B4,B,"17","6667","1",,,0.507409085468000,"2019","36084","06","001","421800","06001421800",0.638236582444228,0.256653935243968,17.000000000000000,Oakland,CA
"06","001","421700","1","060014217001",Block Group 1,G5030,S,"288242","0","+37.8837471","-122.2704017",B4,B,"17","6667","1",,,0.507409085468000,"2019","36084","06","001","421400","06001421400",0.386762535417875,0.139726098388247,17.000000000000000,Oakland,CA
"06","001","421700","1","060014217001",Block Group 1,G5030,S,"288242","0","+37.8837471","-122.2704017",C4,C,"17","6669","1",,,0.254279549768000,"2019","36084","06","001","421700","06001421700",0.220047618809205,0.191727202190049,17.000000000000000,Oakland,CA
"06","001","421700","1","060014217001",Block Group 1,G5030,S,"288242","0","+37.8837471","-122.2704017",B4,B,"17","6667","1",,,0.507409085468000,"2019","36084","06","001","421700","06001421700",0.279592217738630,0.122080228914224,17.000000000000000,Oakland,CA
"06","001","421700","1","060014217001",Block Group 1,G5030,S,"288242","0","+37.8837471","-122.2704017",B5,B,"17","6668","1",,,0.427332833781000,"2019","36084","06","001","421700","06001421700",0.188101027683504,0.097522179983179,17.000000000000000,Oakland,CA
"06","001","421700","1","060014217001",Block Group 1,G5030,S,"288242","0","+37.8837471","-122.2704017",B5,B,"17","6668","1",,,0.427332833781000,"2019","36084","06","001","421600","06001421600",0.444377480974362,0.534124210769120,17.000000000000000,Oakland,CA
"06","001","421700","1","060014217001",Block Group 1,G5030,S,"288242","0","+37.8837471","-122.2704017",B5,B,"17","6668","1",,,0.427332833781000,"2019","36084","06","001","421400","06001421400",0.544195505067450,0.233442572528577,17.000000000000000,Oakland,CA
"06","001","421700","1","060014217001",Block Group 1,G5030,S,"288242","0","+37.8837471","-122.2704017",B5,B,"17","6668","1",,,0.427332833781000,"2019","36084","06","001","421500","06001421500",0.027893774449849,0.040180224277143,17.000000000000000,Oakland,CA
"06","001","421700","2","060014217002",Block Group 2,G5030,S,"144111","0","+37.8810108","-122.2700695",C4,C,"17","6669","1",,,0.254279549768000,"2019","36084","06","001","421700","06001421700",0.220047618809205,0.191727202190049,17.000000000000000,Oakland,CA
"06","001","421700","2","060014217002",Block Group 2,G5030,S,"144111","0","+37.8810108","-122.2700695",C5,C,"17","6670","1",,,0.512684728012000,"2019","36084","06","001","421700","06001421700",0.131202942252370,0.056698515580776,17.000000000000000,Oakland,CA
"06","001","421700","2","060014217002",Block Group 2,G5030,S,"144111","0","+37.8810108","-122.2700695",B4,B,"17","6667","1",,,0.507409085468000,"2019","36084","06","001","421700","06001421700",0.279592217738630,0.122080228914224,17.000000000000000,Oakland,CA
"06","001","421700","2","060014217002",Block Group 2,G5030,S,"144111","0","+37.8810108","-122.2700695",C4,C,"17","6669","1",,,0.254279549768000,"2019","36084","06","001","421800","06001421800",0.347000864855174,0.278447675588425,17.000000000000000,Oakland,CA
"06","001","421700","2","060014217002",Block Group 2,G5030,S,"144111","0","+37.8810108","-122.2700695",B5,B,"17","6668","1",,,0.427332833781000,"2019","36084","06","001","421700","06001421700",0.188101027683504,0.097522179983179,17.000000000000000,Oakland,CA
"06","001","421700","2","060014217002",Block Group 2,G5030,S,"144111","0","+37.8810108","-122.2700695",B5,B,"17","6668","1",,,0.427332833781000,"2019","36084","06","001","421600","06001421600",0.444377480974362,0.534124210769120,17.000000000000000,Oakland,CA
"06","001","421800","1","060014218001",Block Group 1,G5030,S,"276209","0","+37.8812200","-122.2762400",B4,B,"17","6667","1",,,0.507409085468000,"2019","36084","06","001","421800","06001421800",0.638236582444228,0.256653935243968,17.000000000000000,Oakland,CA
"06","001","421800","1","060014218001",Block Group 1,G5030,S,"276209","0","+37.8812200","-122.2762400",B4,B,"17","6667","1",,,0.507409085468000,"2019","36084","06","001","421400","06001421400",0.386762535417875,0.139726098388247,17.000000000000000,Oakland,CA
"06","001","421800","1","060014218001",Block Group 1,G5030,S,"276209","0","+37.8812200","-122.2762400",C4,C,"17","6669","1",,,0.254279549768000,"2019","36084","06","001","421700","06001421700",0.220047618809205,0.191727202190049,17.000000000000000,Oakland,CA
"06","001","421800","1","060014218001",Block Group 1,G5030,S,"276209","0","+37.8812200","-122.2762400",B4,B,"17","6667","1",,,0.507409085468000,"2019","36084","06","001","421700","06001421700",0.279592217738630,0.122080228914224,17.000000000000000,Oakland,CA
"06","001","421800","1","060014218001",Block Group 1,G5030,S,"276209","0","+37.8812200","-122.2762400",C4,C,"17","6669","1",,,0.254279549768000,"2019","36084","06","001","421800","06001421800",0.347000864855174,0.278447675588425,17.000000000000000,Oakland,CA
"06","001","421800","1","060014218001",Block Group 1,G5030,S,"276209","0","+37.8812200","-122.2762400",C4,C,"17","6669","1",,,0.254279549768000,"2019","36084","06","001","422300","06001422300",0.282595404127510,0.240314920845421,17.000000000000000,Oakland,CA
